filename,band_id,x_center,width,energy,sn_ratio,sharpness,delta_chroma,symmetry,label
281.bmp,2,58,10,89.8493,41.11,20.83,43.81,0.3712,0
281.bmp,3,78,9,47.6784,21.82,19.78,9.27,0.5457,0
282.bmp,0,12,9,47.185,12.15,16.81,15.84,0.6217,0
282.bmp,1,29,9,99.2828,25.57,16.61,49.96,0.3389,0
282.bmp,2,47,8,87.3088,22.49,17.61,39.95,0.0911,0
282.bmp,3,75,10,28.9706,7.46,16.49,6.47,0.5444,0
283.bmp,0,10,8,31.8321,12.47,16.99,5.23,0.6645,0
283.bmp,1,35,9,50.888,19.94,3.73,24.52,0.2203,0
283.bmp,2,55,9,40.7665,15.97,4.01,24,0.1429,0
283.bmp,3,73,12,62.3719,24.44,3.68,1.39,0.0852,0
284.bmp,0,18,13,37.2567,13.68,17.3,11.01,0.3781,0
284.bmp,1,41,11,87.5542,32.14,7.41,43.37,0.1224,0
284.bmp,2,61,11,56.6379,20.79,17.91,25.18,0.3389,0
284.bmp,3,80,11,47.2012,17.33,14.14,17.19,0.5349,0
285.bmp,0,38,7,38.7248,48.79,16.24,6.45,0.2869,0
285.bmp,1,59,8,23.0825,29.08,4.84,12.28,0.2449,0
285.bmp,2,74,7,40.6231,51.19,19.87,9.39,0.3779,0
285.bmp,3,79,3,15.5937,19.65,29.69,9.39,0.1594,1
286.bmp,0,7,12,16.115,10.51,5.25,10.52,0.5056,0
286.bmp,1,44,9,77.6007,50.63,10.59,32.39,0.2172,0
286.bmp,2,58,8,80.9832,52.83,11.26,37.32,0.3946,0
286.bmp,3,73,7,13.3208,8.69,10.06,2.82,0.3348,0
287.bmp,0,10,8,52.7552,44.53,19.02,13.4,0.7554,0
287.bmp,1,30,9,46.2443,39.03,13.09,18.57,0.1923,0
287.bmp,2,47,10,65.6078,55.37,9.45,35.27,0.2296,0
287.bmp,3,67,11,18.3765,15.51,8.6,1.42,0.2855,0
288.bmp,0,15,8,8.2446,3.62,3.02,5.31,0.4575,0
288.bmp,1,39,11,49.219,21.6,12.24,24.62,0.1643,0
288.bmp,2,62,8,37.5335,16.47,10.74,15.93,0.5076,0
288.bmp,3,80,10,63.8107,28.01,5.16,16.89,0.5563,0
289.bmp,0,4,7,24.2837,11.56,18.72,9.82,0.2483,0
289.bmp,1,24,14,19.8253,9.44,18.97,24.85,0.9865,0
289.bmp,2,48,13,69.4255,33.04,26.67,13.91,0.1186,0
289.bmp,3,70,11,10.9497,5.21,3.8,4.5,0.2433,0
290.bmp,0,25,7,15.9033,4.74,4.68,2.3,0,1
290.bmp,1,43,11,72.1594,21.53,3.86,44.93,0.2652,0
290.bmp,2,63,10,72.0151,21.48,31.63,5.81,0.4674,0
290.bmp,3,83,10,91.2708,27.23,17.64,33.63,0.6747,0
291.bmp,0,14,10,42.1468,10.24,18.16,3.26,0.67,0
291.bmp,1,39,9,56.0103,13.61,24.16,4.07,0.1868,0
291.bmp,2,59,8,44.7257,10.87,10.65,17.64,0.3749,0
291.bmp,3,76,9,108.8597,26.45,21.43,30.97,0.6265,0
292.bmp,0,3,6,61.3555,31.8,13.65,40.11,0.1282,0
292.bmp,1,22,10,75.3705,39.06,14.54,35.14,0.318,0
292.bmp,2,39,9,44.9655,23.3,21.57,10.2,0.1683,0
292.bmp,3,60,13,14.6516,7.59,7.04,1.58,0.2037,0
293.bmp,0,18,11,33.8872,11.48,15.08,1.65,0.806,0
293.bmp,1,40,11,92.801,31.43,12.53,43.65,0.3171,0
293.bmp,2,60,14,53.6772,18.18,13.47,21.22,0.534,0
293.bmp,3,77,12,53.4986,18.12,13.6,13.76,0.4649,0
294.bmp,0,3,7,13.721,6.86,12.78,10.74,0,0
294.bmp,1,23,9,45.7365,22.87,13.41,12.94,0.1327,0
294.bmp,2,44,9,67.6507,33.82,11.51,36.07,0.1473,0
294.bmp,3,60,8,24.1327,12.07,11.58,2.32,0.2438,0
295.bmp,0,12,9,13.7064,3.88,5.33,8.7,0.282,0
295.bmp,1,35,10,43.7633,12.4,18.54,5.66,0.3508,0
295.bmp,2,59,9,104.0461,29.49,15.86,55.99,0.519,0
295.bmp,3,78,9,40.7311,11.54,9.07,22.41,0.4959,0
296.bmp,0,15,10,22.9338,10.55,10.4,5.84,0.283,0
296.bmp,1,45,12,8.0039,3.68,2.72,8.05,0.314,1
296.bmp,2,62,12,9.8992,4.55,1.49,9.64,0.0916,1
297.bmp,0,15,12,27.9313,10.98,11.62,8.42,0.5259,0
297.bmp,1,47,11,51.4716,20.24,24.15,7.31,0.1272,0
297.bmp,2,64,10,52.3862,20.6,11.35,23.27,0.2694,0
297.bmp,3,80,9,81.1485,31.91,17.65,29.77,0.3395,0
298.bmp,0,8,7,34.0265,19.79,15.63,8.59,0.9222,0
298.bmp,1,27,9,78.6159,45.72,10.85,35.9,0.4058,0
298.bmp,2,49,9,26.0531,15.15,9.91,6.99,0.8726,0
298.bmp,3,68,9,64.2023,37.34,8.14,20.92,0.4023,0
299.bmp,0,13,9,14.2535,3.37,6.34,6.53,0.1718,0
299.bmp,1,41,12,19.7039,4.66,21.56,6.29,0.5183,0
299.bmp,2,59,12,125.5232,29.66,13.9,67.73,0.5403,0
299.bmp,3,80,11,73.3773,17.34,11.44,8.59,0.2005,0
300.bmp,0,34,12,91.8355,32.23,7.7,2.6,0.4656,0
300.bmp,1,57,10,32.7313,11.49,1.54,23.37,0.218,0
300.bmp,2,80,13,87.3954,30.67,3.41,6.94,0.1926,0
301.bmp,0,20,12,17.4268,8.29,12.99,5.19,0.2,0
301.bmp,1,45,9,37.1167,17.66,10.92,21.79,0.3498,0
301.bmp,2,61,9,32.8715,15.64,6.18,15.92,0.2181,0
301.bmp,3,79,10,29.9258,14.24,9.69,11.55,0.617,0
302.bmp,0,16,5,15.8062,5.99,7.15,13.28,0.4704,0
302.bmp,1,33,8,6.8078,2.58,2.79,3.33,0.1738,0
302.bmp,2,54,11,85.4144,32.35,6.47,43.76,0.0655,0
302.bmp,3,80,11,29.6466,11.23,10.27,13.38,0.2002,0
303.bmp,0,34,10,59.3372,68.17,0.37,27.76,0.3058,0
303.bmp,1,49,9,4.5192,5.19,2.99,3.02,0.4883,1
303.bmp,2,73,11,59.0082,67.79,10.58,28.98,0.2903,0
304.bmp,0,9,5,35.7374,28.01,15.32,20.99,0.3393,0
304.bmp,1,26,7,39.146,30.68,15.96,9.27,0.3474,0
304.bmp,2,43,10,23.2951,18.26,1.29,12.77,0.5572,0
304.bmp,3,68,11,33.6412,26.37,4.53,18.62,0.59,0
305.bmp,0,21,13,20.5785,13.74,9.6,4.81,0.4044,0
305.bmp,1,40,11,83.3384,55.64,10.84,39.19,0.1367,0
305.bmp,2,60,10,76.6784,51.19,1.09,15.94,0.122,0
305.bmp,3,81,12,73.2578,48.91,10.24,37.67,0.2351,0
306.bmp,0,18,13,19.5151,11.31,7.31,3.8,0.3948,0
306.bmp,1,41,12,88.3065,51.19,13.41,40.56,0.331,0
306.bmp,2,61,13,46.3123,26.85,11.06,16.25,0.0974,0
306.bmp,3,78,12,48.4334,28.08,10.49,7.68,0.5577,0
307.bmp,0,12,10,51.5174,26.51,8.84,25.22,0.1512,0
307.bmp,1,31,10,66.56,34.25,11.3,32.77,0.3222,0
307.bmp,2,49,9,67.3246,34.64,11.7,26.06,0.2874,0
307.bmp,3,76,10,21.3081,10.96,10.6,4.07,0.5484,0
308.bmp,0,14,9,47.6046,36.4,15.5,13.31,0.4761,0
308.bmp,1,36,8,74.3709,56.87,23.62,18.11,0.2743,0
308.bmp,2,56,10,67.4825,51.6,9.99,33.58,0.2914,0
308.bmp,3,81,10,19.2696,14.73,7.72,1.58,0.6512,0
309.bmp,0,19,12,18.5485,12.14,6.96,1.67,0.3415,0
309.bmp,1,43,12,85.7033,56.07,10.5,38.65,0.4545,0
309.bmp,2,62,11,77.326,50.59,10.08,32.19,0.2043,0
309.bmp,3,84,12,40.7072,26.63,12.3,15.15,0.1506,0
310.bmp,0,12,10,107.4512,56.34,12.04,41.29,0.9104,0
310.bmp,1,29,10,48.7979,25.59,6.51,25.96,0.5822,0
310.bmp,2,47,11,48.1166,25.23,11.22,12.64,0.0909,0
310.bmp,3,84,12,29.1988,15.31,16.66,5.02,0.2935,0
311.bmp,0,12,9,96.9551,28.68,11.14,28.25,0.4701,0
311.bmp,1,32,9,93.1651,27.56,13.94,46.97,0.2419,0
311.bmp,2,48,10,96.6322,28.58,26.59,32.83,0.2517,0
311.bmp,3,63,8,77.107,22.81,24.62,34.68,0.2544,0
311.bmp,4,82,8,90.0548,26.64,18.33,23.45,0.6832,0
312.bmp,0,13,8,15.8595,9.97,5.33,4.94,0.3845,0
312.bmp,1,38,11,41.5371,26.11,13.56,12.63,0.1223,0
312.bmp,2,62,11,106.6147,67.01,10.09,51.16,0.0759,0
312.bmp,3,83,11,61.6277,38.74,9.31,30.42,0.2058,0
313.bmp,0,12,12,23.0082,18.41,4.49,6.49,0.9434,0
313.bmp,1,31,9,46.1353,36.92,11.52,15.18,0.2017,0
313.bmp,2,53,10,76.1469,60.94,9.24,32.1,0.2862,0
313.bmp,3,71,9,34.6943,27.77,12.44,8.54,0.4115,0
314.bmp,0,14,11,88.3576,54.23,8.24,32.23,0.7688,0
314.bmp,1,32,9,59.0729,36.26,16.69,22.42,0.2885,0
314.bmp,2,58,11,84.8896,52.1,16.09,42.25,0.1523,0
314.bmp,3,80,16,8.2389,5.06,12.63,4.73,0.5539,0
315.bmp,0,11,9,49.7637,33,14.5,14.8,0.4647,0
315.bmp,1,33,9,71.4042,47.35,22.49,14.04,0.4527,0
315.bmp,2,54,10,76.2323,50.55,12.1,36.39,0.2426,0
315.bmp,3,75,10,19.2122,12.74,8.22,2.41,0.4005,0
316.bmp,0,9,8,28.6059,23.75,9.14,5.36,0.4943,0
316.bmp,1,29,10,76.9895,63.92,5.49,39.25,0.1415,0
316.bmp,2,52,10,29.1085,24.17,5.02,0.54,0.9739,0
316.bmp,3,72,10,79.7634,66.22,6.61,30.99,0.5309,0
317.bmp,0,14,10,22.1993,14.93,9.28,4.22,0.1536,0
317.bmp,1,38,10,53.6609,36.09,16.8,12.85,0.1144,0
317.bmp,2,59,9,46.5058,31.28,8.27,21.12,0.1307,0
317.bmp,3,78,10,111.542,75.03,13.36,48.31,0.4396,0
318.bmp,0,5,8,5.6142,3.82,1.42,5.76,0.1837,0
318.bmp,1,33,10,67.6603,46.08,10.38,30.98,0.2549,0
318.bmp,2,54,8,70.5825,48.08,26.88,12.95,0.3623,0
318.bmp,3,75,10,51.759,35.25,15.63,13.83,0.4994,0
319.bmp,0,13,10,46.7679,25.39,6.6,18.67,0.5865,0
319.bmp,1,34,10,49.6686,26.96,14.33,13.53,0.3314,0
319.bmp,2,53,8,72.8034,39.52,22.53,14.52,0.3806,0
319.bmp,3,77,9,11.622,6.31,4.78,4.53,0.4062,0
320.bmp,0,11,11,15.278,8.23,5.29,3.68,0.6131,0
320.bmp,1,42,12,69.292,37.34,1.75,0.25,0.7047,0
320.bmp,2,62,9,72.0952,38.85,21.14,22.02,0.2206,0
320.bmp,3,85,11,80.7605,43.52,10.87,36.34,0.29,0
321.bmp,0,6,8,26.7413,12.45,12.22,20.63,0.3783,1
321.bmp,1,18,10,20.1633,9.39,17.95,16.19,0.5368,0
321.bmp,2,35,12,18.6538,8.68,17.95,8.25,0.7903,0
321.bmp,3,56,11,35.438,16.5,13.96,19.47,0.7752,0
321.bmp,4,82,10,14.8112,6.9,11.43,2.23,0.9705,0
322.bmp,0,14,10,47.3011,23.74,8.78,21.08,0.4776,0
322.bmp,1,32,10,75.7109,38,10.7,37.46,0.1669,0
322.bmp,2,49,10,73.5546,36.92,12.36,32.21,0.3626,0
322.bmp,3,78,11,31.9429,16.03,14.15,2.23,0.3455,0
323.bmp,0,13,13,22.7552,13.11,8.94,5,0.1725,0
323.bmp,1,42,12,67.428,38.84,4.02,35.33,0.0868,0
323.bmp,2,62,12,52.0818,30,12.29,22.52,0.0956,0
323.bmp,3,83,12,48.7168,28.06,8.26,23.44,0.2457,0
324.bmp,0,13,9,95.2099,75.27,9.47,48.79,0.186,0
324.bmp,1,35,9,33.3973,26.4,6.98,18.57,0.3151,0
324.bmp,2,57,10,67.7196,53.53,19,18.18,0.1896,0
324.bmp,3,83,10,31.6169,24.99,12.89,11.14,0.498,0
325.bmp,0,8,11,67.8835,51.61,1.74,29.08,0.1032,0
325.bmp,1,29,10,61.4581,46.72,2.56,32.17,0.4012,0
325.bmp,2,49,10,70.9188,53.92,2.79,23.09,0.9512,0
325.bmp,3,72,12,12.4676,9.48,9.6,5.18,0.4401,0
326.bmp,0,9,13,13.1864,8.52,3.89,7.17,0.432,0
326.bmp,1,37,11,35.853,23.16,2.7,16.44,0.1923,0
326.bmp,2,56,12,32.0894,20.73,3.02,16.11,0.331,0
326.bmp,3,78,14,51.1053,33.01,3.7,10.08,0.6329,0
327.bmp,0,13,11,26.2667,15.43,9.75,2.03,0.3156,0
327.bmp,1,35,11,69.1793,40.64,3.93,25.51,0.247,0
327.bmp,2,54,12,69.9476,41.1,19.28,11.75,0.154,0
327.bmp,3,78,13,40.3939,23.73,10.68,13.4,0.3019,0
328.bmp,0,11,10,8.1168,4.95,3.63,3.04,0.352,0
328.bmp,1,42,12,8.7047,5.3,12.09,5.11,0.9981,0
328.bmp,2,61,12,108.3117,65.99,9.34,61.57,0.2688,0
328.bmp,3,85,12,60.5615,36.9,3.04,1.59,0.2028,0
329.bmp,0,17,8,10.5876,3.9,9.84,9.87,0.4476,0
329.bmp,1,39,11,21.2169,7.81,3.96,6.3,0.2061,0
329.bmp,2,59,13,16.3325,6.01,2.47,18.21,0.1858,0
329.bmp,3,87,9,10.6959,3.94,2.8,0.78,0.9764,1
330.bmp,0,7,9,43.789,19.75,12.04,11.52,0.2961,0
330.bmp,1,36,15,17.06,7.7,17.87,5.5,0.7631,0
330.bmp,2,55,14,62.0507,27.99,17.87,18.55,0.0308,0
330.bmp,3,76,11,23.8919,10.78,6.31,6.9,0.4878,0
331.bmp,0,33,12,76.5061,62.02,5.85,0.96,0.1392,0
331.bmp,1,59,13,36.0007,29.19,1.62,23.78,0.1836,0
331.bmp,2,84,14,58.6689,47.56,1.99,29.56,0.3238,0
332.bmp,0,13,13,39.9011,21.28,17.41,3.67,0.1959,0
332.bmp,1,37,12,57.0771,30.44,5.41,29.16,0.2576,0
332.bmp,2,56,11,29.1271,15.53,3.57,6.53,0,0
332.bmp,3,77,11,90.3189,48.16,12.52,52.29,0.203,0
333.bmp,0,16,12,16.6036,13.01,1.25,0.54,0.994,0
333.bmp,1,52,9,78.6094,61.57,11.63,37.81,0.0318,0
333.bmp,2,67,10,109.5253,85.79,10.71,50.96,0.226,0
333.bmp,3,82,9,21.0416,16.48,6.59,3.04,0.5008,0
334.bmp,0,8,5,6.6604,4.21,16.01,4.33,0,1
334.bmp,1,18,10,43.0062,27.18,15.96,13.93,0.2845,0
334.bmp,2,36,11,48.6825,30.76,11.49,22.54,0.7724,0
334.bmp,3,57,9,41.084,25.96,15.64,11.34,0.3278,0
334.bmp,4,83,9,20.989,13.26,7.04,2.63,0.2641,0
334.bmp,5,95,6,8.8334,5.58,4.54,2.88,0,1
335.bmp,0,13,8,46.3229,31.93,14.03,11.48,0.2994,0
335.bmp,1,35,9,68.8013,47.42,20.13,19.12,0.4048,0
335.bmp,2,54,10,65.5285,45.17,9.02,29.18,0.3332,0
335.bmp,3,77,11,8.1662,5.63,2.53,2.64,0.4284,0
336.bmp,0,13,10,47.734,28.65,10.88,28.38,0.1653,0
336.bmp,1,31,10,58.7082,35.24,10.27,26.91,0.3148,0
336.bmp,2,50,10,60.0425,36.04,9.13,23.46,0.2352,0
336.bmp,3,79,10,23.4315,14.06,9.47,4.62,0.4101,0
337.bmp,0,18,10,64.7222,27.17,6.68,37.71,0.1803,0
337.bmp,1,38,9,41.7683,17.53,12.39,14.97,0.4784,0
337.bmp,2,61,11,50.3195,21.12,9.54,25.35,0.1562,0
337.bmp,3,85,9,7.713,3.24,3.56,3.01,0.8919,0
337.bmp,4,96,7,9.6198,4.04,2.87,1.99,0,1
338.bmp,0,12,11,44.8684,34.32,11.85,14.07,0.0943,0
338.bmp,1,33,10,64.8168,49.57,18.66,16.79,0.2509,0
338.bmp,2,54,11,62.9187,48.12,9.82,31.51,0.1682,0
338.bmp,3,79,11,7.0099,5.36,1.54,2.44,0.3139,0
339.bmp,0,13,10,96.5809,32.03,6.18,39.29,0.5002,0
339.bmp,1,32,9,82.9333,27.51,11.05,42,0.4206,0
339.bmp,2,49,10,90.5289,30.03,12.99,42.02,0.374,0
339.bmp,3,63,9,80.388,26.66,12.84,18.64,0.6923,0
339.bmp,4,82,8,83.5736,27.72,9.66,34.22,0.4356,0
340.bmp,0,12,10,108.7938,71.01,10.97,48.3,0.5983,0
340.bmp,1,29,10,45.7994,29.89,7.8,21.53,0.3893,0
340.bmp,2,47,12,56.7875,37.07,10.1,18.91,0.3854,0
340.bmp,3,80,13,28.3961,18.53,9.84,5.05,0.472,0
341.bmp,0,13,10,33.8994,22.05,9.59,3.16,0.2821,0
341.bmp,1,37,10,64.0256,41.65,16.92,19.11,0.0629,0
341.bmp,2,59,10,49.1463,31.97,10.39,20.51,0.1677,0
341.bmp,3,78,11,129.2784,84.09,17.25,59.91,0.395,0
342.bmp,0,11,11,29.5052,13.83,5.52,17.75,0.2046,0
342.bmp,1,31,11,39.7172,18.61,11.04,8.44,0.2114,0
342.bmp,2,52,11,52.7485,24.72,9.51,22.87,0.2532,0
342.bmp,3,71,8,9.8027,4.59,4.16,3.08,0.6115,0
343.bmp,0,12,9,10.9767,4.09,4.03,5.75,0.1738,0
343.bmp,1,38,9,38.7283,14.44,5.16,20.27,0.0873,0
343.bmp,2,58,9,44.1701,16.47,11.23,12.83,0.5036,0
343.bmp,3,79,10,31.6628,11.81,10.47,11.19,0.4786,0
344.bmp,0,17,11,10.8701,5.1,4.4,4.93,0.4675,0
344.bmp,1,42,11,56.6334,26.57,9.03,26.24,0.1122,0
344.bmp,2,61,12,51.4011,24.12,10.46,22.89,0.3421,0
344.bmp,3,82,12,33.5092,15.72,10.27,13.08,0.3186,0
345.bmp,0,11,11,12.8518,3.67,4.43,2.8,0.2139,0
345.bmp,1,35,11,63.2075,18.07,10.7,31.6,0.0921,0
345.bmp,2,54,13,39.9368,11.42,12.97,11.84,0.3042,0
345.bmp,3,73,12,42.3991,12.12,14.14,17.78,0.6105,0
346.bmp,0,13,10,44.0937,22.82,8.02,19.72,0.1721,0
346.bmp,1,34,11,58.9439,30.51,13.89,18.92,0.1137,0
346.bmp,2,54,9,71.9807,37.26,19.73,19.19,0.1822,0
346.bmp,3,78,8,16.1946,8.38,4.24,5.35,0.0851,0
347.bmp,0,13,11,52.5197,30.28,9.13,23.37,0.1694,0
347.bmp,1,32,10,59.2387,34.16,9.16,29.86,0.1915,0
347.bmp,2,49,9,63.0964,36.38,8.45,27.36,0.2218,0
347.bmp,3,77,12,27.575,15.9,9.19,3.11,0.3747,0
348.bmp,0,4,7,3.409,1.51,2.41,2.07,1,1
348.bmp,1,30,10,38.6797,17.08,4.55,19.53,0.303,0
348.bmp,2,52,10,27.3615,12.08,6.05,15.68,0.2602,0
348.bmp,3,73,9,42.4656,18.75,4.25,10.12,0.4295,0
349.bmp,0,14,9,6.4126,4.33,2.42,1.74,0.3561,0
349.bmp,1,39,10,46.3172,31.3,13.43,18.29,0.2842,0
349.bmp,2,64,11,115.447,78.02,14.52,51.12,0.2926,0
349.bmp,3,85,12,62.7988,42.44,9.31,30.63,0.2166,0
350.bmp,0,17,12,11.0074,6.79,5.93,0.98,0.4086,0
350.bmp,1,47,9,44.3303,27.33,12.8,11.88,0.1276,0
350.bmp,2,66,11,54.7408,33.75,10.34,24.47,0.4194,0
350.bmp,3,85,10,58.2714,35.92,9.55,27.04,0.142,0
351.bmp,0,14,10,12.2047,6.54,3.46,2.65,0.3241,0
351.bmp,1,42,13,41.1657,22.05,2.33,2,0.9891,0
351.bmp,2,62,10,69.9821,37.49,21.34,21.43,0.0656,0
351.bmp,3,84,11,63.3832,33.96,10.45,31.66,0.0788,0
352.bmp,0,14,11,33.6195,13.22,2.78,13.17,0.9004,0
352.bmp,1,35,10,36.1749,14.23,0.92,15.62,0.0984,0
352.bmp,2,55,8,35.359,13.91,2.17,2.42,0.6962,0
352.bmp,3,80,11,23.3214,9.17,7.14,7.45,0.4486,0
353.bmp,0,12,10,120.3262,46.27,8.91,62.55,0.2329,0
353.bmp,1,34,11,39.9258,15.35,7.15,15.01,0.3272,0
353.bmp,2,56,10,70.2979,27.03,16.52,22.4,0.1001,0
353.bmp,3,80,10,41.3883,15.92,11.07,12.41,0.7757,0
354.bmp,0,22,10,11.7594,5.58,4.8,2.52,0.362,0
354.bmp,1,40,12,56.9373,27.01,8.59,25.3,0.3351,0
354.bmp,2,61,12,46.9837,22.29,1.47,16.16,0.1466,0
354.bmp,3,81,11,46.9901,22.29,9.09,25.15,0.2919,0
355.bmp,0,13,14,25.943,10.6,7.31,3.4,0.0681,0
355.bmp,1,39,12,44.7062,18.27,4.44,20.99,0.3705,0
355.bmp,2,57,12,34.578,14.13,4.44,11.87,0.945,0
355.bmp,3,79,11,101.738,41.58,10.76,57.52,0.2335,0
356.bmp,0,5,8,29.7405,12.52,10.9,18.86,0.1122,0
356.bmp,1,28,15,15.8663,6.68,13.12,23.62,0.2976,0
356.bmp,2,50,14,60.2898,25.38,14.23,23.73,0.373,0
357.bmp,0,15,9,43.5682,26.9,13.31,11.69,0.1772,0
357.bmp,1,36,10,40.76,25.17,10.01,13.06,0.3067,0
357.bmp,2,56,11,52.9465,32.69,6.41,26.71,0.3733,0
357.bmp,3,76,8,12.3982,7.66,2.42,5.89,0.3135,0
358.bmp,0,19,12,16.9369,7.75,7.08,2.53,0.241,0
358.bmp,1,46,12,46.279,21.16,3.98,23.2,0.1845,0
358.bmp,2,65,11,44.0289,20.14,13.64,16.27,0.0755,0
358.bmp,3,87,13,38.4523,17.59,10.01,18.78,0.2413,0
359.bmp,0,15,10,16.1453,8.28,2.47,4.5,0.8224,0
359.bmp,1,51,9,54.1554,27.76,7.16,23.96,0.1064,0
359.bmp,2,66,10,106.1747,54.43,10.87,50.34,0.1732,0
359.bmp,3,81,9,20.9663,10.75,6.58,7.74,0.1224,0
360.bmp,0,16,10,9.3946,4.72,3.85,4.64,0.1765,0
360.bmp,1,44,10,17.9797,9.03,3.14,10.31,0.125,0
360.bmp,2,65,11,14.2002,7.13,1.35,6.79,0.0887,0
360.bmp,3,84,13,31.1333,15.64,4.27,18.04,0.8498,0
361.bmp,0,14,13,10.0817,4.57,3.83,1.25,0.3437,0
361.bmp,1,32,10,3.7958,1.72,2.43,3.55,0.6079,1
361.bmp,2,65,13,111.4572,50.49,11.76,57.19,0.1592,0
361.bmp,3,90,11,37.3922,16.94,1.75,11.79,0,0
362.bmp,0,21,13,25.0281,19.66,15.43,4.14,0.5039,0
362.bmp,1,40,11,85.2028,66.92,12.44,38.75,0.2527,0
362.bmp,2,60,10,84.7512,66.57,1.28,18.52,0.5542,0
362.bmp,3,81,13,75.3266,59.16,11.8,38.04,0.1421,0
363.bmp,0,11,10,49.3936,24.69,9.47,24.93,0.1368,0
363.bmp,1,29,9,76.7661,38.37,10.94,36.52,0.0887,0
363.bmp,2,48,8,74.2255,37.1,10.68,32.81,0.1982,0
363.bmp,3,75,10,30.6513,15.32,14.14,6.97,0.0588,0
364.bmp,0,17,12,19.2814,9.82,7.63,4.37,0.4184,0
364.bmp,1,41,12,90.5873,46.13,11.98,38.87,0.5409,0
364.bmp,2,61,13,47.66,24.27,11.98,17.65,0.2811,0
364.bmp,3,78,12,49.1391,25.02,10.83,15.54,0.8432,0
365.bmp,0,12,10,107.5725,75.05,12.55,31.17,0.8499,0
365.bmp,1,29,10,50.4503,35.2,7.25,26.79,0.571,0
365.bmp,2,47,11,48.6837,33.97,12.09,14.03,0.1234,0
365.bmp,3,83,13,24.5485,17.13,18.05,3.66,0.4484,0
366.bmp,0,15,8,49.0084,39.95,15.6,15.49,0.0982,0
366.bmp,1,37,8,73.9272,60.26,22.14,18.91,0.2054,0
366.bmp,2,57,9,68.343,55.71,9.45,33.17,0.3054,0
366.bmp,3,81,9,28.3563,23.11,11.53,0.6,0.0869,0
367.bmp,0,17,13,24.6673,20.15,8.05,3.11,0.2438,0
367.bmp,1,42,11,87.454,71.42,11.15,41.28,0.0338,0
367.bmp,2,60,12,81.709,66.73,12.41,27.62,0.6966,0
367.bmp,3,80,13,35.9944,29.4,10.39,14.7,0.2511,0
368.bmp,0,11,9,83.1586,19.42,10.26,19.19,0.5828,0
368.bmp,1,30,8,75.908,17.73,12.61,41.61,0.436,0
368.bmp,2,47,10,61.345,14.33,18.21,26.33,0.1334,0
368.bmp,3,61,8,58.5813,13.68,18.39,28.02,0.5788,0
368.bmp,4,80,6,61.5458,14.38,17.8,29.53,0.5148,0
369.bmp,0,12,10,50.4792,36.21,14.49,16.36,0.1061,0
369.bmp,1,34,9,70.7722,50.77,20.15,18.03,0.2176,0
369.bmp,2,55,11,72.9525,52.33,9.76,34.22,0.2901,0
369.bmp,3,76,11,26.8496,19.26,11.6,1.41,0.4327,0
370.bmp,0,13,10,87.1387,43.06,11.25,31.16,0.6328,0
370.bmp,1,32,9,59.6942,29.5,18.04,21.65,0.3427,0
370.bmp,2,57,10,81.6951,40.37,15.69,41.21,0.1213,0
370.bmp,3,80,9,18.3406,9.06,10.14,6,0.318,0
371.bmp,0,10,12,22.8988,20.7,4.73,11.53,0.6572,0
371.bmp,1,30,9,54.933,49.67,14.25,18.61,0.141,0
371.bmp,2,51,10,88.0958,79.65,13.85,40,0.2095,0
371.bmp,3,70,9,35.8864,32.45,10.18,8.59,0.2821,0
372.bmp,0,8,9,34.8681,28.14,11.41,3.79,0.084,0
372.bmp,1,28,10,73.0657,58.97,5.38,35.3,0.1764,0
372.bmp,2,50,10,25.0413,20.21,5.05,0.91,0.0885,0
372.bmp,3,71,10,73.8516,59.61,6.04,35.28,0.1728,0
373.bmp,0,14,11,8.9724,5.26,3.76,3.06,0.2754,0
373.bmp,1,37,11,42.2397,24.76,14.99,13.21,0.2312,0
373.bmp,2,61,11,119.495,70.05,11.6,55.73,0.2017,0
373.bmp,3,83,11,65.7862,38.57,10.43,33.78,0.0983,0
374.bmp,0,12,9,48.0256,33.96,6.46,20.44,0.437,0
374.bmp,1,33,10,57.3872,40.58,16.42,18.09,0.1801,0
374.bmp,2,52,8,75.1593,53.15,23.09,17.09,0.1554,0
374.bmp,3,76,9,28.0342,19.83,9.62,4.4,0.2368,0
375.bmp,0,13,10,37.4537,23.77,12.34,4.15,0.3097,0
375.bmp,1,36,9,53.6128,34.03,17.05,14,0.0874,0
375.bmp,2,58,9,44.5038,28.24,8.12,21.51,0.2168,0
375.bmp,3,77,11,103.3441,65.59,13.42,47.2,0.3868,0
376.bmp,0,32,10,64.3372,46.65,11.27,29.99,0.1943,0
376.bmp,1,53,7,67.0523,48.61,24.07,14.24,0.1459,0
376.bmp,2,75,9,48.6676,35.29,16.2,14.77,0.3943,0
377.bmp,0,6,7,19.6578,9.38,2.59,21.38,0.0844,1
377.bmp,1,17,10,32.4858,15.51,18.7,17.89,0.5502,0
377.bmp,2,35,11,21.8836,10.45,18.7,11.64,0.6835,0
377.bmp,3,56,11,45.0489,21.51,15.09,16.6,0.7625,0
377.bmp,4,82,9,18.5779,8.87,12.14,2.33,0.8718,0
378.bmp,0,14,10,49.6088,32.21,8.83,21.82,0.7145,0
378.bmp,1,33,10,68.686,44.6,11.76,29.4,0.4288,0
378.bmp,2,49,9,74.513,48.39,12.16,35.04,0.3233,0
